sample_id,Bifidobacterium,Bacteroides,Bacteroidaceae (F),Parabacteroides,Prevotella,Rikenellaceae (F),Granulicatella,Lactobacillus,Streptococcus,Blautia,Coprococcus,Lachnospira,Roseburia,[Ruminococcus],Lachnospiraceae (F),Faecalibacterium,Oscillospira,Ruminococcus,Ruminococcaceae (F),Veillonella,Veillonellaceae (F),Clostridiales (O),Collinsella,Coriobacteriales (O),Clostridia (C),[Coprobacillaceae] (F),Sutterella,Escherichia,Enterobacteriaceae (F),Haemophilus,Akkermansia
3000144,0.0610272559452709,0.0,0.0,0.0,0.0005429471169508,0.0,0.0016288413508524,0.0103159952220654,0.084591160820936,0.0,0.0,0.0,0.0,0.0,0.0018460201976327,0.0,0.0260614616136388,0.0,0.0,0.626452383537843,0.0,0.0006515365403409,0.0,0.0,0.0,0.0,0.0,0.0,0.0649364751873168,0.0,0.0
3101046,0.10818553888131,0.0005457025920873,0.0,0.0,0.0005457025920873,0.0,0.0016371077762619,0.0038199181446111,0.135607094133697,0.0406548431105048,0.0,0.0001364256480218,0.0,0.0,0.0001364256480218,0.0001364256480218,0.014324693042292,0.0001364256480218,0.0001364256480218,0.539699863574352,0.0001364256480218,0.0,0.0,0.0013642564802182,0.0,0.0001364256480218,0.0,0.0,0.0124147339699864,0.0,0.0
3101190,0.0376630922824996,0.0004754107020231,0.0,0.0,0.0002112936453436,5.28234113359041e-05,0.001056468226718,0.0001584702340077,0.0007923511700385,0.0006867043473667,5.28234113359041e-05,0.0,0.0,5.28234113359041e-05,0.0003169404680154,5.28234113359041e-05,0.0072896307643547,0.0016903491627489,5.28234113359041e-05,0.17267973165707,0.0001584702340077,0.0012149384607257,0.0,0.0,5.28234113359041e-05,0.0,5.28234113359041e-05,0.0002112936453436,0.0578944588241509,0.0,0.693465744017749
3101193,0.227284183994959,0.0001260239445494,0.0,0.0,6.30119722747322e-05,0.0,0.0021424070573408,0.0043478260869565,0.006805293005671,0.0371140516698173,0.0,0.0,0.0084436042848141,0.0209199747952111,0.0882797731568998,0.0,0.0135475740390674,0.0001260239445494,0.0,0.216194076874606,0.0001260239445494,0.0076244486452426,0.0,0.0183364839319471,0.124322621298047,0.015059861373661,0.0,0.0777567737870195,0.0335853812224323,0.0001260239445494,0.0
3107293,0.166144200626959,0.0126754804415974,0.0,0.0001362954886193,0.0,0.0,0.0106310481123075,0.0263050293035301,0.0028622052610058,0.0061332969878697,0.0001362954886193,0.0,0.0001362954886193,0.0109036390895461,0.392394711735042,0.0001362954886193,0.0272590977238653,0.0,0.0,0.0478397165053837,0.0,0.0166280496115579,0.0,0.0,0.005451819544773,0.0505656262777702,0.0,0.0115851165326428,0.020853209758757,0.0661033119803734,0.0002725909772386
3107294,0.0007348078477478,0.0,0.0,0.0,0.0004408847086486,0.0,0.0001469615695495,0.0005143654934234,0.005364097288559,0.221471085311191,0.0046292894408112,0.0255713131016239,0.0,0.0432801822323462,0.0864134028951429,0.0,0.0451172018517158,0.0010287309868469,0.0,0.0739951502682049,7.34807847747814e-05,0.0027922698214416,0.0,0.0079359247556763,0.0039679623778381,0.0332133147182012,0.0,0.007054155338379,0.0027922698214416,0.0029392313909912,0.345433169226247
3113022,0.0098209127671866,0.403523974581167,0.0029751588677065,0.0555170421721548,8.66551126516465e-05,0.0614095898324668,0.0001155401502021,0.0,0.0022530329289428,0.0160600808781051,0.0017619872905834,0.0231369150779896,0.0096764875794338,0.0036683997689197,0.127700751010976,0.0808492201039861,0.0126227614095898,0.0353264009243212,0.0132004621606008,0.0003466204506065,0.0418833044482958,0.0013864818024263,0.0,0.008578856152513,0.0143269786250722,0.0036683997689197,0.0239745811669555,2.88850375505488e-05,0.0002021952628538,0.006528018486424,0.0
3113030,0.0120749457032643,0.356753865603423,0.0050406820318324,0.0328616810917696,6.48319232390029e-05,0.0207462154364809,0.0001377678368828,2.43119712146261e-05,0.000907646925346,0.196270543615676,0.0078041427598949,0.009035949301436,0.0203977438490713,0.0059645369379882,0.0475217997341891,0.038688450192875,0.0123991053194593,0.0081201983856851,0.0107783072384842,0.0019125417355505,7.29359136438783e-05,0.0050406820318324,0.0009238549061557,0.0172614995623845,0.0179179227851794,0.0294823170929366,0.0527812895069532,0.0040519952024376,0.0024555090926772,0.0028445006321112,8.10399040487536e-06
3000139,0.0001498726082829,0.0003996602887545,0.0,0.0,0.0044462207123944,0.0,0.0077434180946195,0.0,0.0014487685467352,0.0001998301443772,0.0,0.0,0.0,0.0,0.0158864964779937,0.0,0.100914222910526,0.0,0.0,0.0535544786931109,0.0,0.0953189788679622,0.0,0.0001498726082829,0.0,0.0,0.0,0.35584752959984,0.160463605934955,0.0,0.0
3101020,0.189971196648337,0.0001309243257397,0.0,0.0,8.72828838264816e-05,0.0,0.0061970847516802,0.0105612289430043,0.0044950685170638,0.0268394867766431,0.0046696342847167,0.0,0.0,0.0,0.0218207209566204,0.0,0.0013965261412237,0.0,8.72828838264816e-05,0.318058828663699,0.0003054900933926,0.0088592127083878,4.36414419132408e-05,0.0003927729772191,0.0247010561228943,0.0,0.0,0.123330714846819,0.23404905298071,4.36414419132408e-05,8.72828838264816e-05
3101199,0.0917402269861286,0.0,0.0,0.0,0.0001576292559899,0.0,0.0012610340479192,0.0012610340479192,0.0012610340479192,0.0211223203026482,0.0018915510718789,0.0,0.0,0.0192307692307692,0.0067780580075662,0.0001576292559899,0.005359394703657,0.0,0.0,0.269073139974779,0.0001576292559899,0.0042559899117276,0.0,0.0,0.0671500630517024,0.0,0.203499369482976,0.146752837326608,0.0654161412358134,0.0028373266078184,0.0
3101202,0.243740467717336,0.0003812913065582,0.0,0.0,0.0002859684799186,6.35485510930351e-05,0.0063548551093035,0.0003495170310116,0.0013345195729537,0.102630910015252,0.0040671072699542,3.17742755465175e-05,0.0030503304524656,0.0112480935434672,0.0940836298932384,0.0,0.0053063040162684,3.17742755465175e-05,9.53228266395526e-05,0.0665035587188612,0.0,0.0622775800711744,3.17742755465175e-05,0.005592272496187,0.0231952211489578,0.0059417895271987,0.179619979664464,0.0027325876970005,0.0609748347737672,0.0054969496695475,0.0
3107391,0.178135489777235,7.62892889838267e-05,0.0,0.0,0.0,0.0,0.0002288678669514,0.0,0.0001525785779676,0.119545315837656,0.0074000610314311,0.0104516325907843,0.0,0.0335672871528837,0.0167836435764419,0.1443393347574,0.003509307293256,7.62892889838267e-05,0.0025938358254501,0.212007934086054,0.000839182178822,0.0165547757094904,0.0,0.0009154714678059,0.0060268538297223,0.0079340860543179,0.0041959108941104,0.0003814464449191,0.187137625877327,0.0003051571559353,0.0
3107394,0.289809068833622,0.17801196692431,6.34850096021077e-05,0.0,0.00030155379561,0.0,0.0182678115130065,0.0079991112098655,0.0039995556049327,0.0299331820273938,0.0009840176488326,0.0038091005761264,0.002952052946498,0.0118558255431936,0.0371863443744346,0.0357420604059866,0.0350278540479629,0.0282508292729379,0.0018410652784611,0.0509149777008904,0.0030155379561001,0.0428523814814227,3.17425048010539e-05,0.0006507213484216,0.0288221943593569,0.046867808338756,0.052137064135731,0.0103163140603425,0.0313457234910407,0.0001587125240052,1.58712524005269e-05
3114495,0.116505102693301,0.247154513134,0.0004092385605033,0.0,0.0001023096401258,0.0,0.0003069289203775,0.0003325063304089,0.0011509834514157,0.122822722971072,0.0143745044376806,0.00578049466711,0.005447988336701,0.0126863953756043,0.103614088037445,0.0107936670332762,0.0076220681893751,0.0020717702125482,0.0294651763562422,0.0012021382714786,2.55774100314602e-05,0.0081847712100672,2.55774100314602e-05,0.0032739084840269,0.0218175307568356,0.0196946057242244,0.122234442540348,0.02312197866844,0.0769112719646009,0.008338235670256,0.0060362687674246
3108761,0.139292262559589,0.284946828016135,0.0002933626696002,1.83351668500183e-05,1.83351668500183e-05,1.83351668500183e-05,0.0003667033370003,0.0059405940594059,0.0004950495049504,0.147524752475248,0.0046387972130546,0.0082691602493582,0.0031903190319031,0.0056105610561056,0.103392005867253,0.003043637697103,0.0036486982031536,0.0003667033370003,0.0025119178584525,0.0347451411807847,5.5005500550055e-05,0.0032086541987532,0.0145947928126146,0.0028969563623029,0.0014301430143014,0.0296662999633297,0.166171617161716,0.0001833516685001,0.0005317198386505,0.0071507150715071,0.0030986431976531
3108770,0.112220903410745,0.212953217029091,8.95796475040871e-05,0.0,0.0,0.0,0.0001791592950081,6.71847356280653e-05,0.0030457080151389,0.0775535798266634,0.0055987279690054,0.0103464492867221,0.0317335901283228,0.0057107025283855,0.0469845251158937,0.0580924014064005,0.0166170246120082,0.0176695854701812,0.0169977381139005,0.0013212998006852,0.0432893646563501,0.0071663718003269,0.0186101717689741,0.0053523839383692,0.0101672899917139,0.0131906030949768,0.0985376122544958,4.47898237520435e-05,2.23949118760218e-05,0.0034264215170313,0.0016124336550735
3000102,0.0507807196198235,0.287902240325866,0.0786150712830957,5.43109300746775e-05,0.0,0.0,0.0,0.0006517311608961,0.0278071961982349,5.43109300746775e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43109300746775e-05,5.43109300746775e-05,0.0,2.71554650373388e-05,0.0027970128988458,0.0,0.0,5.43109300746775e-05,0.0,0.0,0.0741615750169722,0.262484725050917,0.0,0.0
3101070,0.0133335823264673,0.344245457431511,0.0845020448561131,1.86744850510747e-05,0.0,0.0,0.0,0.0006722814618386,0.011484808306411,0.194121272105922,0.0076565388709406,0.0,3.73489701021494e-05,0.0510373676445872,0.0013819118937795,1.86744850510747e-05,0.0007283049169919,0.0001493958804085,0.0001493958804085,0.0043324805318493,1.86744850510747e-05,1.86744850510747e-05,0.0,3.73489701021494e-05,3.73489701021494e-05,0.0,0.0,0.0908513697734785,0.192496591906478,0.0,0.0001493958804085
3101295,3.33155650319829e-05,0.359774786780384,0.11643789978678,0.0,0.0,0.0,3.33155650319829e-05,0.0,0.0004664179104477,0.0013992537313432,0.0,0.0,0.0,0.0,0.0,0.0,0.0054637526652452,0.0,0.0,0.0383128997867804,0.0008662046908315,0.0,0.0,0.0,0.0,0.0,0.0,0.0813232942430704,0.159981343283582,0.0246535181236674,0.0
